"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE1512B","CON-40-149873-4","CON-00-149875-2","CON-00-149874-2","Chicken and honey mustard sauce","with mashed potatoes, pearl onions, and roasted green beans","Kipfilet in honing-mosterd","met aardappelpuree, zilveruitjes en geroosterde sperziebonen","Kylling med honning-sennepssauce","Hähnchen mit Honig-Senf-Sauce","565175","","FA-NL kipfilet in honing-mosterd (FE1512)","FA-NO Kylling med honning-sennepssauce (FE1512)","FA-DE Hähnchen mit Honig-Senf-Sauce (FE1512)","Active","","€4.79","","","","","TRUE","414","412.0","16.80","6.4","31.3","13.0","9.2","29.70","2.03","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Green Beans","Pearl onion","Potato Mash","Other sauce","Year Round","American","","2 CT","FALSE","€2.12","€1.24","€0.41","€0.89","2.97","3.17","3.31","157","","1,732.0","","","","","","Hospital","FALSE","FALSE","","","","","",""
"FE1348B","CON-40-151113-4","CON-00-151115-2","CON-00-151114-2","Cheddar & Bell Pepper Pulled Beef Bowl","with basmati rice, roasted corn, and coriander sauce","Cheddar & paprika pulled beef bowl","met basmatirijst, geroosterde maïs en koriandersaus","Pulled beef bowl med cheddar og peberfrugt","Pulled-Beef-Bowl mit Cheddar und Paprika","565186","HF Pulled beef salsa bowl","FA-NL Cheddar & paprika pulled beef bowl (FE1348)","FA-NO Pulled beef bowl med cheddar og peberfrugt (FE1348)","FA-DE Pulled-Beef-Bowl mit Cheddar und Paprika (FE1348)","Active","","€4.47","","","","","TRUE","384","506.0","20.20","9.6","37.4","8.8","8.0","40.20","2.01","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded beef","Beef","Pulled","Rice","Pepper Mix","Corn Kernels","Creamy Sauce Base","Year Round","American","","2 CT","TRUE","€2.41","€1.63","€0.44","€0.89","3.28","3.34","3.14","167","","2,123.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE0833F","CON-40-150542-4","CON-00-150541-2","CON-00-150540-2","Tabbouleh Rice & Grilled Chicken","with roasted veggie medley & garlic dill yoghurt","Tabouleh rijst & gegrilde kipfilet","met geroosterde groentemix en knoflook-dille-yoghurt","Tabbouleh-ris & grillet kylling","Tabbouleh-Reis & Gegrilltes Hähnchen","565169","HF Kip tabouleh met tzatziki","FA-NL Tabouleh rjst & gegrilde kipfilet (FE0833)","FA-NO Tabbouleh-ris & grillet kylling (FE0833)","FA-DE Tabbouleh-Reis & Gegrilltes Hähnchen (FE0833)","Active","","€5.03","","","","","TRUE","369","453.0","20.20","5.0","36.0","8.5","8.3","27.80","1.97","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Rice","Pepper Mix","Creamy Sauce Base","","Year Round","Mediterranean","","2 CT","TRUE","€2.57","€1.32","€0.44","€0.89","3.10","3.17","3.31","150","","1,896.0","","","","","","New","FALSE","TRUE","","","","","",""
"FE0281E","CON-40-143708-4","CON-00-147833-2","CON-00-136683-3","Spicy citrus salmon","with cauliflower rice, broccoli and jalapeños","Pittige citrus-zalm","met romige bloemkoolrijst, broccoli en jalapeño's","Krydret citruslaks ","Würziger Zitronenlachs","565087","","FA-NL Pittige citrus-zalm (FE0281)","FA-NO Krydret citruslaks (FE0281)","FA-DE Würziger Zitronenlachs (FE0281)","Active","","€6.40","","","","","FALSE","400","614.0","44.50","10.1","15.9","9.9","6.9","33.10","1.94","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Cauliflower Rice","Broccoli","","Jalapeno slices","Year Round","Mexican","","2 CT","TRUE","€3.97","€1.15","€0.39","€0.89","#REF!","#REF!","#REF!","197","TRUE","2,549.0","","Het citronlax ","","","","Active","FALSE","FALSE","#REF!","#REF!","#REF!","FALSE","","#N/A"
"FE0972B","CON-40-152011-4","CON-00-152023-2","CON-00-152025-2","Salmon Piccata","with Creamy Cauliflower Mash & Garlic Broccoli","Zalm in piccata-saus","met romige bloemkoolpuree & knoflook-broccoli","Laks Piccata ","Lachs Piccata","565189","HF Zalm met piccata saus","FA-NL Zalm in piccata-saus (FE0972)","FA-NO Laks Piccata (FE0972)","FA-DE Lachs Piccata (FE0972)","Active","New meal ","€6.23","","","","","TRUE","379","783.0","65.50","25.3","6.9","5.7","5.6","36.50","2.00","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Salmon","Salmon","Filet","Cauliflower Mash","Broccoli","Creamy Sauce Base","","Year Round","Italian","","2 CT","FALSE","€4.64","€1.18","€0.41","€0.89","3.41","3.42","3.42","169","","3,262.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE0129G","CON-40-143705-4","CON-00-147819-2","CON-00-136727-3","Peruvian style chicken breast","with cauliflower rice, broccoli, garlic-chili butter and sauce with jalapeño peppers and parsley","Peruaanse stijl kipfilet","met bloemkoolrijst, broccoli, knoflook-chiliboter en saus met jalapeñopepers en peterselie","Peruviansk inspireret kyllingebryst","Hähnchenbrust nach peruanischer Art","565193","HF RW Peruaanse stijl kipfilet","FA-NL Peruaanse stijl kipfilet (FE0129)","FA-NO Peruansk kyllingebryst (FE0129)","FA-DE Peruanische Hähnchenbrust (FE0129)","Active","Put on hold - Waiting for customer feedback to see if it needs rework","€4.53","","","","","TRUE","376","548.0","40.70","19.6","9.6","5.2","5.5","33.30","2.02","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Cauliflower Rice","Broccoli","Compound Butter","Cupped Sauce","Year Round","Peruvian","","2 CT","TRUE","","","","€0.89","3.33","3.16","3.36","152","","2,285.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE1404A","CON-40-150962-4","CON-00-150964-2","CON-00-150963-2","Bulgogi Shredded Beef Bowl","with basmati rice-cauliflower rice mix, zucchini, bell pepper, sesame, and Korean-style sauce based on soy sauce","Pulled beef in Koreaanse stijl Bulgogi saus","met basmatirijst-bloemkoolrijstmix, courgette, paprika, sesam en Koreaanse stijl saus op basis van sojasaus","Bulgogi bowl med strimlet oksekød","Bulgogi-Bowl mit geschmortem Rindfleisch","565190","HF Bulgogi pulled beef","FA-NL Pulled beef in Koreaanse stijl Bulgogi saus (FE1404)","FA-NO Bulgogi Bowl med strimlet oksekød (FE1404)","FA-DE Bulgogi-Bowl mit geschmortem Rindfleisch (FE1404)","Hold","New meal","€2.90","","","","","TRUE","374","450.0","21.40","6.2","29.1","11.5","5.3","31.80","1.97","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Shredded beef","Beef","Pulled","Rice","Zucchini Half Moon","Pepper Mix","Other sauce","Year Round","Korean","","2 CT","FALSE","€2.49","€1.44","€0.41","€0.89","3.26","3.26","3.16","184","","1,880.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1367B","CON-40-150844-4","CON-00-150846-2","CON-00-150845-2","Thai-Style Grilled Chicken Bowl","with a vegetable mix, sesame, paprika-garlic-basmati rice and peanut sauce","Kip met pindasaus in Thaise stijl","met een groentemix, sesam, paprika-knoflook-basmatirijst en pindasaus","Kylling med thai-inspireret peanutsauce"," Hähnchen mit Thai-Style-Erdnusssauce","565188","HF Thaise rijst bow","FA-NL Kip met pindasaus in Thaise stijl (FE1367)","FA-NO Kylling med thai-inspireret peanutsauce (FE1367)","FA-DE Hähnchen mit Thai-Style-Erdnusssauce (FE1367)","Active","New meal","€4.94","","","","","TRUE","357","480.0","21.30","3.4","32.4","14.0","9.1","35.10","1.99","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Chicken breast","Chicken","Breast","Rice","Pepper Mix","Cupped Sauce","Seeds","Year Round","Thai","","2 CT","TRUE","€2.61","€1.47","€0.44","€0.89","3.07","3.43","3.48","130","","2,007.0","","","","","","Hospital","FALSE","FALSE","","","","","",""
"FE1451A","CON-40-150747-4","CON-00-150749-2","CON-00-150748-2","West African Style Chicken Peanut Curry","with basmati rice, broccoli, bell pepper and pumpkin","West-Afrikaanse stijl kip-pindacurry","met basmatirijst, broccoli, paprika en pompoen","Vestfrikansk-inspireret peanut-kyllingecurry","Westafrikanisches Hähnchen-Erdnuss-Curry","565178","HF Kruidige pinda curry","FA-NL West-Afrikaanse stijl kip-pindacurry (FE1451)","FA-NO Vestfrikansk-inspireret peanut-kyllingecurry (FE1451)","FA-DE Westafrikanisches Hähnchen-Erdnuss-Curry (FE1451)","Active","New meal","€4.43","","","","","TRUE","384","454.0","23.20","6.3","27.3","10.5","6.8","30.80","1.96","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Diced chicken","Chicken","Pieces","Rice","Broccoli","Pumpkin ","Other sauce","Year Round","West African","","2 CT","FALSE","€2.47","€1.55","€0.41","€0.89","3.31","3.26","3.21","155","","1,900.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0673B","CON-40-143730-4","CON-00-151055-2","CON-00-136656-3","Thai style chicken and peanut sauce","with basmati rice, bell pepper, soybeans, bok choy, carrot, sesame and peanut sauce","Thaise stijl kip en pindasaus","met basmatirijst, paprika, sojabonen, paksoi, wortel, sesam en pindasaus","Thai-inspireret kylling med peanutsauce","Thai-Style Hähnchen in Erdnusssauce","565058","HF Kip Kokosrijst Pindasaus","FA-NL Thaise stijl kip en pindasaus (FE0673)","FA-NO Thai-inspireret kylling med peanutsauce (FE0673)","FA-DE Hähnchen mit Erdnusssauce „Thai-Style"" (FE0673)","Active","New meal","€4.94","","","","","TRUE","409","569.0","24.10","6.8","50.2","16.7","8.5","33.60","1.97","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Chicken breast","Chicken","Breast","Rice","Pepper Mix","Cupped Sauce","Seeds","Year Round","Thai","","2 CT","TRUE","€2.62","€1.42","€0.44","€0.89","3.25","3.43","3.48","134","","2,383.0","","","","","","Hospital","FALSE","FALSE","","","","","",""
"FE1031A","CON-40-152015-4","CON-00-152030-2","CON-00-152029-2","Salmon Dijonnaise","with Cauliflower Gratin, Roasted Cabbage & Green Beans","Zalm Dijonnaise","met bloemkoolgratin, geroosterde kool & sperziebonen","Laks med dijonnaise","Lachs Dijonnaise","565207","HF Zalm dijonnaise","FA-NL Zalm Dijonnaise (FE1031)","FA-NO Laks med dijonnaise (FE1031)","FA-DE Lachs Dijonnaise (FE1031)","Active","","€6.11","","","","","TRUE","355","709.0","56.20","21.3","9.7","6.2","5.6","35.90","2.04","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Fillet","Cauliflower Rice","Green Beans","Cabbage","Compound Butter","Year Round","French","","2 CT","TRUE","€4.20","€1.47","€0.44","€0.89","3.34","3.36","3.29","139","","2,955.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0130E","CON-40-143737-4","CON-00-147820-2","CON-00-136635-3","Rice bowl with pulled chicken and taco spices","with black beans, corn salsa, and sour cream with coriander","Rijstbowl met pulled chicken en tacokruiden","met zwarte bonen, maïssalsa en zure room met koriander","Ris bowl med pulled chicken og tacokrydderier","Reis-Bowl mit Pulled Chicken im Taco-Stil","565197","HF Pulled chick rijst en bonen","FA-NL Mexicaanse stijl rijstbowl (FE0130)","FA-NO Ris-bowl med pulled chicken og tacokrydderier (FE0130)","FA-DE Mexikanische Reis-Bowl mit Hähnchen (FE0130)","Active","New meal","€4.16","","","","","TRUE","373","457.0","17.10","7.8","41.2","7.2","9.6","31.20","2.00","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Shredded chicken","Chicken","Pulled","Rice","Black Beans","Pepper Mix","Cupped Sauce","Year Round","Mexican","","2 CT","TRUE","€2.01","€1.72","€0.44","€0.89","3.00","3.43","3.48","133","","1,915.0","","","","","","Hospital","FALSE","FALSE","","","","","",""
"FE1145B","CON-40-151095-4","CON-00-151098-2","CON-00-151097-2","Roasted Salmon & Dill Yogurt","with red peppers and onions, Italian-spiced potatoes & green beans","Gegrilde zalm met dille-yoghurtsaus","met paprika en ui, Italiaans gekruide aardappelen & sperziebonen","Ovnbagt laks med dild-yoghurtsauce","Ofengerösteter Lachs & Dill-Joghurt","565206","HF Zalm citroen dille yoghurt","FA-NL Gegrilde zalm met dille-yoghurtsaus (FE1145)","FA-NO Ovnbagt laks med dild-yoghurt (FE1145)","FA-DE Ofengerösteter Lachs & Dill-Joghurt (FE1145)","Active","New meal","€5.73","","","","","TRUE","384","602.0","35.80","7.1","30.2","8.6","9.4","32.40","2.02","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Salmon","Salmon","Filet","Pepper Mix","Potato Non-Mash","Green Beans","Cupped Sauce","Year Round","Middle Eastern","","2 CT","TRUE","€3.97","€1.32","€0.44","€0.89","3.30","3.33","3.26","125","","2,512.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE0160C","CON-40-143670-4","CON-00-147823-2","CON-00-137164-3","Beef Shepherd's Pie","with Cheddar Mashed Potatoes & Roasted Green Beans","Shepherd's Pie met rundvlees","met aardappelpuree, sperziebonen en cheddarkaas","Shepherd's Pie med oksekød ","Shepherd’s Pie mit Rindfleisch","565153","HF Beef Shephards Pie","FA-NL Hartige ovenschotel van puree en rundergehakt (FE0160)","FA-NO Kartoffelmos og oksekødsgryde (FE0160)","FA-DE Herzhafter Kartoffel-Rindfleischauflauf (FE0160)","Active","New meal","€3.41","","","","","TRUE","379","505.0","32.20","13.1","22.7","4.6","7.5","26.50","2.01","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Potato Mash","Green Beans","Tomato Based Sauce","Cheese","Year Round","British","","2 CT","FALSE","€1.83","€1.18","€0.41","€0.89","3.54","3.54","3.45","131","","2,115.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE0131D","CON-40-143757-4","CON-00-147822-2","CON-00-136625-3","Black bean bowl and enchilada sauce","with rice, grilled zucchini, corn and salsa verde","Zwarte bonenbowl en enchiladasaus","met rijst, gegrilde courgette, maïs en salsa verde","Bowl med sorte bønner og enchiladasauce","Black-Bean-Bowl mit Enchilada-Soße","565044","HF Zwarte bonenbowl+ench.s","FA-NL Zwarte bonenbowl en enchiladasaus (FE0131)","FA-NO Mexikansk-inspireret bønnebowl (FE0131)","FA-DE Black Bean Bowl – mit Enchiladasauce (FE0131)","Active","Updated spec, the old version is still active for a week and must be graveyarded from w45","€4.17","","","","","TRUE","400","510.0","20.40","6.5","60.4","14.9","13.8","18.30","1.99","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Legumes","Rice","Black Beans","Corn Kernels","Zucchini Diced","Year Round","Mexican","","2 CT","TRUE","€1.88","€1.01","€0.39","€0.89","#REF!","#REF!","#REF!","182","","2,136.0","","","","","","Hospital","FALSE","FALSE","","","","","",""
